testcase,testcase_id,source_format,target_format,phase,stage,run_idx,is_warmup,used_for_stats,dt_s,repeats,warmup
#12/HexBeam.cdb,#12,ansys,REF,ref,ref_z88_to_json,3,False,True,0.008510200015734881,5,1
#12/HexBeam.cdb,#12,ansys,REF,ref,ref_z88_to_json,4,False,True,0.009223200031556189,5,1
#12/HexBeam.cdb,#12,ansys,abaqus,roundtrip,src_to_target,0,True,False,0.013553500000853091,5,1
#12/HexBeam.cdb,#12,ansys,abaqus,roundtrip,src_to_target,1,False,True,0.010998999990988523,5,1
#12/HexBeam.cdb,#12,ansys,abaqus,roundtrip,src_to_target,2,False,True,0.014202399994246662,5,1
#12/HexBeam.cdb,#12,ansys,abaqus,roundtrip,src_to_target,3,False,True,0.012177500000689179,5,1
#12/HexBeam.cdb,#12,ansys,abaqus,roundtrip,src_to_target,4,False,True,0.01091220002854243,5,1
#12/HexBeam.cdb,#12,ansys,abaqus,roundtrip,rt_src_to_z88,0,True,False,0.011446300020907074,5,1
#12/HexBeam.cdb,#12,ansys,abaqus,roundtrip,rt_src_to_z88,1,False,True,0.010598200024105608,5,1
#12/HexBeam.cdb,#12,ansys,abaqus,roundtrip,rt_src_to_z88,2,False,True,0.011070800013840199,5,1
#12/HexBeam.cdb,#12,ansys,abaqus,roundtrip,rt_src_to_z88,3,False,True,0.009828199981711805,5,1
#12/HexBeam.cdb,#12,ansys,abaqus,roundtrip,rt_src_to_z88,4,False,True,0.01012829999672249,5,1
#12/HexBeam.cdb,#12,ansys,abaqus,roundtrip,rt_z88_to_json,0,True,False,0.010022500006016344,5,1
#12/HexBeam.cdb,#12,ansys,abaqus,roundtrip,rt_z88_to_json,1,False,True,0.008699300000444055,5,1
#12/HexBeam.cdb,#12,ansys,abaqus,roundtrip,rt_z88_to_json,2,False,True,0.00951619999250397,5,1
#12/HexBeam.cdb,#12,ansys,abaqus,roundtrip,rt_z88_to_json,3,False,True,0.00898760004201904,5,1
#12/HexBeam.cdb,#12,ansys,abaqus,roundtrip,rt_z88_to_json,4,False,True,0.009225700050592422,5,1
#12/HexBeam.cdb,#12,ansys,ansys,roundtrip,src_to_target,0,True,False,0.014353600039612502,5,1
#12/HexBeam.cdb,#12,ansys,ansys,roundtrip,src_to_target,1,False,True,0.011307900014799088,5,1
#12/HexBeam.cdb,#12,ansys,ansys,roundtrip,src_to_target,2,False,True,0.010922499990556389,5,1
#12/HexBeam.cdb,#12,ansys,ansys,roundtrip,src_to_target,3,False,True,0.012068700045347214,5,1
#12/HexBeam.cdb,#12,ansys,ansys,roundtrip,src_to_target,4,False,True,0.011682900018058717,5,1
#12/HexBeam.cdb,#12,ansys,ansys,roundtrip,rt_src_to_z88,0,True,False,0.013158500019926578,5,1
#12/HexBeam.cdb,#12,ansys,ansys,roundtrip,rt_src_to_z88,1,False,True,0.012825099984183908,5,1
#12/HexBeam.cdb,#12,ansys,ansys,roundtrip,rt_src_to_z88,2,False,True,0.0129138000193052,5,1
#12/HexBeam.cdb,#12,ansys,ansys,roundtrip,rt_src_to_z88,3,False,True,0.012139900005422533,5,1
#12/HexBeam.cdb,#12,ansys,ansys,roundtrip,rt_src_to_z88,4,False,True,0.012106799986213446,5,1
#12/HexBeam.cdb,#12,ansys,ansys,roundtrip,rt_z88_to_json,0,True,False,0.010185000021010637,5,1
#12/HexBeam.cdb,#12,ansys,ansys,roundtrip,rt_z88_to_json,1,False,True,0.009135699947364628,5,1
#12/HexBeam.cdb,#12,ansys,ansys,roundtrip,rt_z88_to_json,2,False,True,0.009117200039327145,5,1
#12/HexBeam.cdb,#12,ansys,ansys,roundtrip,rt_z88_to_json,3,False,True,0.009711000020615757,5,1
#12/HexBeam.cdb,#12,ansys,ansys,roundtrip,rt_z88_to_json,4,False,True,0.009631599998101592,5,1
#12/HexBeam.cdb,#12,ansys,nastran,roundtrip,src_to_target,0,True,False,0.014285099983680993,5,1
#12/HexBeam.cdb,#12,ansys,nastran,roundtrip,src_to_target,1,False,True,0.011939399992115796,5,1
#12/HexBeam.cdb,#12,ansys,nastran,roundtrip,src_to_target,2,False,True,0.0118646000046283,5,1
#12/HexBeam.cdb,#12,ansys,nastran,roundtrip,src_to_target,3,False,True,0.012163300008978695,5,1
#12/HexBeam.cdb,#12,ansys,nastran,roundtrip,src_to_target,4,False,True,0.011194900027476251,5,1
#12/HexBeam.cdb,#12,ansys,nastran,roundtrip,rt_src_to_z88,0,True,False,0.011322600010316819,5,1
#12/HexBeam.cdb,#12,ansys,nastran,roundtrip,rt_src_to_z88,1,False,True,0.011425099975895137,5,1
#12/HexBeam.cdb,#12,ansys,nastran,roundtrip,rt_src_to_z88,2,False,True,0.01158470002701506,5,1
#12/HexBeam.cdb,#12,ansys,nastran,roundtrip,rt_src_to_z88,3,False,True,0.011133300024084747,5,1
#12/HexBeam.cdb,#12,ansys,nastran,roundtrip,rt_src_to_z88,4,False,True,0.010651000018697232,5,1
#12/HexBeam.cdb,#12,ansys,nastran,roundtrip,rt_z88_to_json,0,True,False,0.010053800011519343,5,1
#12/HexBeam.cdb,#12,ansys,nastran,roundtrip,rt_z88_to_json,1,False,True,0.009121900016907603,5,1
#12/HexBeam.cdb,#12,ansys,nastran,roundtrip,rt_z88_to_json,2,False,True,0.009585599997080863,5,1
#12/HexBeam.cdb,#12,ansys,nastran,roundtrip,rt_z88_to_json,3,False,True,0.00887489999877289,5,1
#12/HexBeam.cdb,#12,ansys,nastran,roundtrip,rt_z88_to_json,4,False,True,0.009178900043480098,5,1
#12/HexBeam.cdb,#12,ansys,z88,roundtrip,src_to_target,0,True,False,0.014705899986438453,5,1
#12/HexBeam.cdb,#12,ansys,z88,roundtrip,src_to_target,1,False,True,0.010789399966597557,5,1
#12/HexBeam.cdb,#12,ansys,z88,roundtrip,src_to_target,2,False,True,0.011401200026739389,5,1
#12/HexBeam.cdb,#12,ansys,z88,roundtrip,src_to_target,3,False,True,0.01133870001649484,5,1
#12/HexBeam.cdb,#12,ansys,z88,roundtrip,src_to_target,4,False,True,0.011418399983085692,5,1
#12/HexBeam.cdb,#12,ansys,z88,roundtrip,rt_src_to_z88,0,True,False,0.011395199981052428,5,1
#12/HexBeam.cdb,#12,ansys,z88,roundtrip,rt_src_to_z88,1,False,True,0.011397000052966177,5,1
#12/HexBeam.cdb,#12,ansys,z88,roundtrip,rt_src_to_z88,2,False,True,0.011479400040116161,5,1
#12/HexBeam.cdb,#12,ansys,z88,roundtrip,rt_src_to_z88,3,False,True,0.010803400014992803,5,1
#12/HexBeam.cdb,#12,ansys,z88,roundtrip,rt_src_to_z88,4,False,True,0.010559300018940121,5,1
#12/HexBeam.cdb,#12,ansys,z88,roundtrip,rt_z88_to_json,0,True,False,0.01022009999724105,5,1
#12/HexBeam.cdb,#12,ansys,z88,roundtrip,rt_z88_to_json,1,False,True,0.009422800038009882,5,1
#12/HexBeam.cdb,#12,ansys,z88,roundtrip,rt_z88_to_json,2,False,True,0.008679799968376756,5,1
#12/HexBeam.cdb,#12,ansys,z88,roundtrip,rt_z88_to_json,3,False,True,0.00934739998774603,5,1
#12/HexBeam.cdb,#12,ansys,z88,roundtrip,rt_z88_to_json,4,False,True,0.009067599952686578,5,1
#13/TetBeam.cdb,#13,ansys,REF,ref,ref_src_to_z88,0,True,False,0.039664899988565594,5,1
#13/TetBeam.cdb,#13,ansys,REF,ref,ref_src_to_z88,1,False,True,0.03376309998566285,5,1
#13/TetBeam.cdb,#13,ansys,REF,ref,ref_src_to_z88,2,False,True,0.03321600001072511,5,1
#13/TetBeam.cdb,#13,ansys,REF,ref,ref_src_to_z88,3,False,True,0.03259929997147992,5,1
#13/TetBeam.cdb,#13,ansys,REF,ref,ref_src_to_z88,4,False,True,0.034245099988766015,5,1
#13/TetBeam.cdb,#13,ansys,REF,ref,ref_z88_to_json,0,True,False,0.024364200013224036,5,1
#13/TetBeam.cdb,#13,ansys,REF,ref,ref_z88_to_json,1,False,True,0.023971399990841746,5,1
#13/TetBeam.cdb,#13,ansys,REF,ref,ref_z88_to_json,2,False,True,0.02462419995572418,5,1
#13/TetBeam.cdb,#13,ansys,REF,ref,ref_z88_to_json,3,False,True,0.023927200003527105,5,1
#13/TetBeam.cdb,#13,ansys,REF,ref,ref_z88_to_json,4,False,True,0.02378119999775663,5,1
#13/TetBeam.cdb,#13,ansys,abaqus,roundtrip,src_to_target,0,True,False,0.03049859998282045,5,1
#13/TetBeam.cdb,#13,ansys,abaqus,roundtrip,src_to_target,1,False,True,0.029502600023988634,5,1
#13/TetBeam.cdb,#13,ansys,abaqus,roundtrip,src_to_target,2,False,True,0.030084599973633885,5,1
#13/TetBeam.cdb,#13,ansys,abaqus,roundtrip,src_to_target,3,False,True,0.029411799972876906,5,1
#13/TetBeam.cdb,#13,ansys,abaqus,roundtrip,src_to_target,4,False,True,0.027580800000578165,5,1
#13/TetBeam.cdb,#13,ansys,abaqus,roundtrip,rt_src_to_z88,0,True,False,0.029638800013344735,5,1
#13/TetBeam.cdb,#13,ansys,abaqus,roundtrip,rt_src_to_z88,1,False,True,0.028486300026997924,5,1
#13/TetBeam.cdb,#13,ansys,abaqus,roundtrip,rt_src_to_z88,2,False,True,0.031916000007186085,5,1
#13/TetBeam.cdb,#13,ansys,abaqus,roundtrip,rt_src_to_z88,3,False,True,0.026638099981937557,5,1
#13/TetBeam.cdb,#13,ansys,abaqus,roundtrip,rt_src_to_z88,4,False,True,0.02814289997331798,5,1
#13/TetBeam.cdb,#13,ansys,abaqus,roundtrip,rt_z88_to_json,0,True,False,0.02657849999377504,5,1
#13/TetBeam.cdb,#13,ansys,abaqus,roundtrip,rt_z88_to_json,1,False,True,0.026258800004143268,5,1
#13/TetBeam.cdb,#13,ansys,abaqus,roundtrip,rt_z88_to_json,2,False,True,0.024897799943573773,5,1
#13/TetBeam.cdb,#13,ansys,abaqus,roundtrip,rt_z88_to_json,3,False,True,0.026890400040429085,5,1
#13/TetBeam.cdb,#13,ansys,abaqus,roundtrip,rt_z88_to_json,4,False,True,0.025250199949368834,5,1
#13/TetBeam.cdb,#13,ansys,ansys,roundtrip,src_to_target,0,True,False,0.042752399982418865,5,1
#13/TetBeam.cdb,#13,ansys,ansys,roundtrip,src_to_target,1,False,True,0.041598199983127415,5,1
#13/TetBeam.cdb,#13,ansys,ansys,roundtrip,src_to_target,2,False,True,0.044148300017695874,5,1
#13/TetBeam.cdb,#13,ansys,ansys,roundtrip,src_to_target,3,False,True,0.04075049998937175,5,1
#13/TetBeam.cdb,#13,ansys,ansys,roundtrip,src_to_target,4,False,True,0.04537820001132786,5,1
#13/TetBeam.cdb,#13,ansys,ansys,roundtrip,rt_src_to_z88,0,True,False,0.043598400021437556,5,1
#13/TetBeam.cdb,#13,ansys,ansys,roundtrip,rt_src_to_z88,1,False,True,0.04157130001112819,5,1
#13/TetBeam.cdb,#13,ansys,ansys,roundtrip,rt_src_to_z88,2,False,True,0.038320999999996275,5,1
#13/TetBeam.cdb,#13,ansys,ansys,roundtrip,rt_src_to_z88,3,False,True,0.0377658000215888,5,1
#13/TetBeam.cdb,#13,ansys,ansys,roundtrip,rt_src_to_z88,4,False,True,0.050121699983719736,5,1
#13/TetBeam.cdb,#13,ansys,ansys,roundtrip,rt_z88_to_json,0,True,False,0.029212400026153773,5,1
#13/TetBeam.cdb,#13,ansys,ansys,roundtrip,rt_z88_to_json,1,False,True,0.02497530000982806,5,1
#13/TetBeam.cdb,#13,ansys,ansys,roundtrip,rt_z88_to_json,2,False,True,0.024174800026230514,5,1
#13/TetBeam.cdb,#13,ansys,ansys,roundtrip,rt_z88_to_json,3,False,True,0.02478710003197193,5,1
#13/TetBeam.cdb,#13,ansys,ansys,roundtrip,rt_z88_to_json,4,False,True,0.025175000017043203,5,1
#13/TetBeam.cdb,#13,ansys,nastran,roundtrip,src_to_target,0,True,False,0.03718699997989461,5,1
#13/TetBeam.cdb,#13,ansys,nastran,roundtrip,src_to_target,1,False,True,0.033495300041977316,5,1
#13/TetBeam.cdb,#13,ansys,nastran,roundtrip,src_to_target,2,False,True,0.032677500043064356,5,1
#13/TetBeam.cdb,#13,ansys,nastran,roundtrip,src_to_target,3,False,True,0.032814000034704804,5,1
#13/TetBeam.cdb,#13,ansys,nastran,roundtrip,src_to_target,4,False,True,0.03422329999739304,5,1
#13/TetBeam.cdb,#13,ansys,nastran,roundtrip,rt_src_to_z88,0,True,False,0.04317250003805384,5,1
#13/TetBeam.cdb,#13,ansys,nastran,roundtrip,rt_src_to_z88,1,False,True,0.03272620000643656,5,1
#13/TetBeam.cdb,#13,ansys,nastran,roundtrip,rt_src_to_z88,2,False,True,0.03297030000248924,5,1
#13/TetBeam.cdb,#13,ansys,nastran,roundtrip,rt_src_to_z88,3,False,True,0.03517639997880906,5,1
#13/TetBeam.cdb,#13,ansys,nastran,roundtrip,rt_src_to_z88,4,False,True,0.034898400015663356,5,1
#13/TetBeam.cdb,#13,ansys,nastran,roundtrip,rt_z88_to_json,0,True,False,0.026163299975451082,5,1
#13/TetBeam.cdb,#13,ansys,nastran,roundtrip,rt_z88_to_json,1,False,True,0.027448799984995276,5,1
#13/TetBeam.cdb,#13,ansys,nastran,roundtrip,rt_z88_to_json,2,False,True,0.029218300012871623,5,1
#13/TetBeam.cdb,#13,ansys,nastran,roundtrip,rt_z88_to_json,3,False,True,0.03291579999495298,5,1
#13/TetBeam.cdb,#13,ansys,nastran,roundtrip,rt_z88_to_json,4,False,True,0.02596369996899739,5,1
#13/TetBeam.cdb,#13,ansys,z88,roundtrip,src_to_target,0,True,False,0.03863150003599003,5,1
#13/TetBeam.cdb,#13,ansys,z88,roundtrip,src_to_target,1,False,True,0.03421730000991374,5,1
#13/TetBeam.cdb,#13,ansys,z88,roundtrip,src_to_target,2,False,True,0.03676570003153756,5,1
#13/TetBeam.cdb,#13,ansys,z88,roundtrip,src_to_target,3,False,True,0.03718559996923432,5,1
#13/TetBeam.cdb,#13,ansys,z88,roundtrip,src_to_target,4,False,True,0.03392819996224716,5,1
#13/TetBeam.cdb,#13,ansys,z88,roundtrip,rt_src_to_z88,0,True,False,0.03882380004506558,5,1
#13/TetBeam.cdb,#13,ansys,z88,roundtrip,rt_src_to_z88,1,False,True,0.030726100027095526,5,1
#13/TetBeam.cdb,#13,ansys,z88,roundtrip,rt_src_to_z88,2,False,True,0.028084999998100102,5,1
#13/TetBeam.cdb,#13,ansys,z88,roundtrip,rt_src_to_z88,3,False,True,0.029503899975679815,5,1
#13/TetBeam.cdb,#13,ansys,z88,roundtrip,rt_src_to_z88,4,False,True,0.03257429995574057,5,1
#13/TetBeam.cdb,#13,ansys,z88,roundtrip,rt_z88_to_json,0,True,False,0.02994009997928515,5,1
#13/TetBeam.cdb,#13,ansys,z88,roundtrip,rt_z88_to_json,1,False,True,0.025797300040721893,5,1
#13/TetBeam.cdb,#13,ansys,z88,roundtrip,rt_z88_to_json,2,False,True,0.02432080003200099,5,1
#13/TetBeam.cdb,#13,ansys,z88,roundtrip,rt_z88_to_json,3,False,True,0.025482800032477826,5,1
#13/TetBeam.cdb,#13,ansys,z88,roundtrip,rt_z88_to_json,4,False,True,0.025403000006917864,5,1
#14/hexlinz88i1.txt,#14,z88,REF,ref,ref_src_to_z88,0,True,False,1.053380900004413,5,1
#14/hexlinz88i1.txt,#14,z88,REF,ref,ref_src_to_z88,1,False,True,1.0079465999733657,5,1
#14/hexlinz88i1.txt,#14,z88,REF,ref,ref_src_to_z88,2,False,True,1.0229691999848,5,1
#14/hexlinz88i1.txt,#14,z88,REF,ref,ref_src_to_z88,3,False,True,1.0716720999917015,5,1
#14/hexlinz88i1.txt,#14,z88,REF,ref,ref_src_to_z88,4,False,True,0.9910505999578163,5,1
#14/hexlinz88i1.txt,#14,z88,REF,ref,ref_z88_to_json,0,True,False,0.678212099999655,5,1
#14/hexlinz88i1.txt,#14,z88,REF,ref,ref_z88_to_json,1,False,True,0.7100366000086069,5,1
#14/hexlinz88i1.txt,#14,z88,REF,ref,ref_z88_to_json,2,False,True,0.7428242000169121,5,1
#14/hexlinz88i1.txt,#14,z88,REF,ref,ref_z88_to_json,3,False,True,0.6756243000272661,5,1
#14/hexlinz88i1.txt,#14,z88,REF,ref,ref_z88_to_json,4,False,True,0.6609761000145227,5,1
#14/hexlinz88i1.txt,#14,z88,abaqus,roundtrip,src_to_target,0,True,False,0.7868005000054836,5,1
#14/hexlinz88i1.txt,#14,z88,abaqus,roundtrip,src_to_target,1,False,True,0.7974400999955833,5,1
#14/hexlinz88i1.txt,#14,z88,abaqus,roundtrip,src_to_target,2,False,True,0.7951528999838047,5,1
#14/hexlinz88i1.txt,#14,z88,abaqus,roundtrip,src_to_target,3,False,True,0.7766524000326172,5,1
#14/hexlinz88i1.txt,#14,z88,abaqus,roundtrip,src_to_target,4,False,True,0.7784340000362135,5,1
#14/hexlinz88i1.txt,#14,z88,abaqus,roundtrip,rt_src_to_z88,0,True,False,0.9525404999731109,5,1
#14/hexlinz88i1.txt,#14,z88,abaqus,roundtrip,rt_src_to_z88,1,False,True,0.9558461999986321,5,1
#14/hexlinz88i1.txt,#14,z88,abaqus,roundtrip,rt_src_to_z88,2,False,True,1.000186900026165,5,1
#14/hexlinz88i1.txt,#14,z88,abaqus,roundtrip,rt_src_to_z88,3,False,True,0.9691109000123106,5,1
#14/hexlinz88i1.txt,#14,z88,abaqus,roundtrip,rt_src_to_z88,4,False,True,0.9628788999980316,5,1
#14/hexlinz88i1.txt,#14,z88,abaqus,roundtrip,rt_z88_to_json,0,True,False,0.7182515999884345,5,1
#14/hexlinz88i1.txt,#14,z88,abaqus,roundtrip,rt_z88_to_json,1,False,True,0.7100095999776386,5,1
#14/hexlinz88i1.txt,#14,z88,abaqus,roundtrip,rt_z88_to_json,2,False,True,0.7670896000345238,5,1
#14/hexlinz88i1.txt,#14,z88,abaqus,roundtrip,rt_z88_to_json,3,False,True,0.7337163999909535,5,1
#14/hexlinz88i1.txt,#14,z88,abaqus,roundtrip,rt_z88_to_json,4,False,True,0.705663500004448,5,1
#14/hexlinz88i1.txt,#14,z88,ansys,roundtrip,src_to_target,0,True,False,1.0486520999693312,5,1
#14/hexlinz88i1.txt,#14,z88,ansys,roundtrip,src_to_target,1,False,True,1.0423649000003934,5,1
#14/hexlinz88i1.txt,#14,z88,ansys,roundtrip,src_to_target,2,False,True,1.040784899960272,5,1
#14/hexlinz88i1.txt,#14,z88,ansys,roundtrip,src_to_target,3,False,True,1.0390674999798648,5,1
#14/hexlinz88i1.txt,#14,z88,ansys,roundtrip,src_to_target,4,False,True,1.0399181000539102,5,1
#14/hexlinz88i1.txt,#14,z88,ansys,roundtrip,rt_src_to_z88,0,True,False,1.9034003000124358,5,1
#14/hexlinz88i1.txt,#14,z88,ansys,roundtrip,rt_src_to_z88,1,False,True,1.8530616000061855,5,1
#14/hexlinz88i1.txt,#14,z88,ansys,roundtrip,rt_src_to_z88,2,False,True,1.8510256000445224,5,1
#14/hexlinz88i1.txt,#14,z88,ansys,roundtrip,rt_src_to_z88,3,False,True,1.8555085000116378,5,1
#14/hexlinz88i1.txt,#14,z88,ansys,roundtrip,rt_src_to_z88,4,False,True,1.9249543999903835,5,1
#14/hexlinz88i1.txt,#14,z88,ansys,roundtrip,rt_z88_to_json,0,True,False,0.7530029999907129,5,1
#14/hexlinz88i1.txt,#14,z88,ansys,roundtrip,rt_z88_to_json,1,False,True,0.7494402999873273,5,1
#14/hexlinz88i1.txt,#14,z88,ansys,roundtrip,rt_z88_to_json,2,False,True,0.723726500000339,5,1
#14/hexlinz88i1.txt,#14,z88,ansys,roundtrip,rt_z88_to_json,3,False,True,0.859193200012669,5,1
#14/hexlinz88i1.txt,#14,z88,ansys,roundtrip,rt_z88_to_json,4,False,True,0.7573007000028156,5,1
#14/hexlinz88i1.txt,#14,z88,nastran,roundtrip,src_to_target,0,True,False,0.9352517999941483,5,1
#14/hexlinz88i1.txt,#14,z88,nastran,roundtrip,src_to_target,1,False,True,0.9754346000263467,5,1
#14/hexlinz88i1.txt,#14,z88,nastran,roundtrip,src_to_target,2,False,True,0.9488868999760598,5,1
#14/hexlinz88i1.txt,#14,z88,nastran,roundtrip,src_to_target,3,False,True,0.9393148000235669,5,1
#14/hexlinz88i1.txt,#14,z88,nastran,roundtrip,src_to_target,4,False,True,0.9333577000070363,5,1
#14/hexlinz88i1.txt,#14,z88,nastran,roundtrip,rt_src_to_z88,0,True,False,1.2000524000031874,5,1
#14/hexlinz88i1.txt,#14,z88,nastran,roundtrip,rt_src_to_z88,1,False,True,1.2105510999681428,5,1
#14/hexlinz88i1.txt,#14,z88,nastran,roundtrip,rt_src_to_z88,2,False,True,1.2015323999803513,5,1
#14/hexlinz88i1.txt,#14,z88,nastran,roundtrip,rt_src_to_z88,3,False,True,1.1975792000303045,5,1
#14/hexlinz88i1.txt,#14,z88,nastran,roundtrip,rt_src_to_z88,4,False,True,1.2103005000390112,5,1
#14/hexlinz88i1.txt,#14,z88,nastran,roundtrip,rt_z88_to_json,0,True,False,0.716742200020235,5,1
#14/hexlinz88i1.txt,#14,z88,nastran,roundtrip,rt_z88_to_json,1,False,True,0.7319477000273764,5,1
#14/hexlinz88i1.txt,#14,z88,nastran,roundtrip,rt_z88_to_json,2,False,True,0.7803265000111423,5,1
#14/hexlinz88i1.txt,#14,z88,nastran,roundtrip,rt_z88_to_json,3,False,True,0.7565778000280261,5,1
#14/hexlinz88i1.txt,#14,z88,nastran,roundtrip,rt_z88_to_json,4,False,True,0.7600219000014476,5,1
#14/hexlinz88i1.txt,#14,z88,z88,roundtrip,src_to_target,0,True,False,0.9639840999734588,5,1
#14/hexlinz88i1.txt,#14,z88,z88,roundtrip,src_to_target,1,False,True,0.9351886000367813,5,1
#14/hexlinz88i1.txt,#14,z88,z88,roundtrip,src_to_target,2,False,True,0.9399058999842964,5,1
#14/hexlinz88i1.txt,#14,z88,z88,roundtrip,src_to_target,3,False,True,0.9372882000170648,5,1
#14/hexlinz88i1.txt,#14,z88,z88,roundtrip,src_to_target,4,False,True,0.9552648999961093,5,1
#14/hexlinz88i1.txt,#14,z88,z88,roundtrip,rt_src_to_z88,0,True,False,1.0064170000259764,5,1
#14/hexlinz88i1.txt,#14,z88,z88,roundtrip,rt_src_to_z88,1,False,True,0.9800185000058264,5,1
#14/hexlinz88i1.txt,#14,z88,z88,roundtrip,rt_src_to_z88,2,False,True,0.9797704999800771,5,1
#14/hexlinz88i1.txt,#14,z88,z88,roundtrip,rt_src_to_z88,3,False,True,0.9776005999883637,5,1
#14/hexlinz88i1.txt,#14,z88,z88,roundtrip,rt_src_to_z88,4,False,True,0.9806046999874525,5,1
#14/hexlinz88i1.txt,#14,z88,z88,roundtrip,rt_z88_to_json,0,True,False,0.6964066000073217,5,1
#14/hexlinz88i1.txt,#14,z88,z88,roundtrip,rt_z88_to_json,1,False,True,0.7117817999678664,5,1
#14/hexlinz88i1.txt,#14,z88,z88,roundtrip,rt_z88_to_json,2,False,True,0.7168653000262566,5,1
#14/hexlinz88i1.txt,#14,z88,z88,roundtrip,rt_z88_to_json,3,False,True,0.686433200025931,5,1
#14/hexlinz88i1.txt,#14,z88,z88,roundtrip,rt_z88_to_json,4,False,True,0.6915956999873742,5,1
#15/z88i1.txt,#15,z88,REF,ref,ref_src_to_z88,0,True,False,0.07565369998337701,5,1
#15/z88i1.txt,#15,z88,REF,ref,ref_src_to_z88,1,False,True,0.06606059998739511,5,1
#15/z88i1.txt,#15,z88,REF,ref,ref_src_to_z88,2,False,True,0.06727509998017922,5,1
#15/z88i1.txt,#15,z88,REF,ref,ref_src_to_z88,3,False,True,0.06606899999314919,5,1
#15/z88i1.txt,#15,z88,REF,ref,ref_src_to_z88,4,False,True,0.06582779996097088,5,1
#15/z88i1.txt,#15,z88,REF,ref,ref_z88_to_json,0,True,False,0.05930680001620203,5,1
#15/z88i1.txt,#15,z88,REF,ref,ref_z88_to_json,1,False,True,0.05301800003508106,5,1
#15/z88i1.txt,#15,z88,REF,ref,ref_z88_to_json,2,False,True,0.05270200001541525,5,1
#15/z88i1.txt,#15,z88,REF,ref,ref_z88_to_json,3,False,True,0.05558670003665611,5,1
#15/z88i1.txt,#15,z88,REF,ref,ref_z88_to_json,4,False,True,0.05378519999794662,5,1
#15/z88i1.txt,#15,z88,abaqus,roundtrip,src_to_target,0,True,False,0.0504232999519445,5,1
#15/z88i1.txt,#15,z88,abaqus,roundtrip,src_to_target,1,False,True,0.04878139996435493,5,1
#15/z88i1.txt,#15,z88,abaqus,roundtrip,src_to_target,2,False,True,0.048122000007424504,5,1
#15/z88i1.txt,#15,z88,abaqus,roundtrip,src_to_target,3,False,True,0.04996410000603646,5,1
#15/z88i1.txt,#15,z88,abaqus,roundtrip,src_to_target,4,False,True,0.05146530002821237,5,1
#15/z88i1.txt,#15,z88,abaqus,roundtrip,rt_src_to_z88,0,True,False,0.06488769996212795,5,1
#15/z88i1.txt,#15,z88,abaqus,roundtrip,rt_src_to_z88,1,False,True,0.06643690000055358,5,1
#15/z88i1.txt,#15,z88,abaqus,roundtrip,rt_src_to_z88,2,False,True,0.06328639999264851,5,1
#15/z88i1.txt,#15,z88,abaqus,roundtrip,rt_src_to_z88,3,False,True,0.06673590000718832,5,1
#15/z88i1.txt,#15,z88,abaqus,roundtrip,rt_src_to_z88,4,False,True,0.06376380001893267,5,1
#15/z88i1.txt,#15,z88,abaqus,roundtrip,rt_z88_to_json,0,True,False,0.055239300010725856,5,1
#15/z88i1.txt,#15,z88,abaqus,roundtrip,rt_z88_to_json,1,False,True,0.05248740001115948,5,1
#15/z88i1.txt,#15,z88,abaqus,roundtrip,rt_z88_to_json,2,False,True,0.05534520000219345,5,1
#15/z88i1.txt,#15,z88,abaqus,roundtrip,rt_z88_to_json,3,False,True,0.05194640002446249,5,1
#15/z88i1.txt,#15,z88,abaqus,roundtrip,rt_z88_to_json,4,False,True,0.05289629998151213,5,1
#15/z88i1.txt,#15,z88,ansys,roundtrip,src_to_target,0,True,False,0.0867743999697268,5,1
#15/z88i1.txt,#15,z88,ansys,roundtrip,src_to_target,1,False,True,0.08335029997397214,5,1
#15/z88i1.txt,#15,z88,ansys,roundtrip,src_to_target,2,False,True,0.08797729999059811,5,1
#15/z88i1.txt,#15,z88,ansys,roundtrip,src_to_target,3,False,True,0.08243179996497929,5,1
#15/z88i1.txt,#15,z88,ansys,roundtrip,src_to_target,4,False,True,0.08338369999546558,5,1
#15/z88i1.txt,#15,z88,ansys,roundtrip,rt_src_to_z88,0,True,False,0.11806649999925867,5,1
#15/z88i1.txt,#15,z88,ansys,roundtrip,rt_src_to_z88,1,False,True,0.10855290002655238,5,1
#15/z88i1.txt,#15,z88,ansys,roundtrip,rt_src_to_z88,2,False,True,0.10981980001088232,5,1
#15/z88i1.txt,#15,z88,ansys,roundtrip,rt_src_to_z88,3,False,True,0.10698710003634915,5,1
#15/z88i1.txt,#15,z88,ansys,roundtrip,rt_src_to_z88,4,False,True,0.10410070000216365,5,1
#15/z88i1.txt,#15,z88,ansys,roundtrip,rt_z88_to_json,0,True,False,0.06225540000014007,5,1
#15/z88i1.txt,#15,z88,ansys,roundtrip,rt_z88_to_json,1,False,True,0.0656695999787189,5,1
#15/z88i1.txt,#15,z88,ansys,roundtrip,rt_z88_to_json,2,False,True,0.0605574999935925,5,1
#15/z88i1.txt,#15,z88,ansys,roundtrip,rt_z88_to_json,3,False,True,0.06178529997123405,5,1
#15/z88i1.txt,#15,z88,ansys,roundtrip,rt_z88_to_json,4,False,True,0.06843210000079125,5,1
#15/z88i1.txt,#15,z88,nastran,roundtrip,src_to_target,0,True,False,0.073000900039915,5,1
#15/z88i1.txt,#15,z88,nastran,roundtrip,src_to_target,1,False,True,0.07171190000372007,5,1
