testcase,testcase_id,source_format,target_format,status,error_message,eps_coord,hash_bits,repeats,warmup_runs,node_fidelity_basis,sets_include_instance,sets_include_names,sets_refnode_collision_policy,t_ref_s_to_z88_s,t_ref_z88_to_json_s,t_ref_total_s,t_s_to_t_s,t_t_to_z88_s,t_z88_to_json_s,t_t_to_json_total_s,t_total_s,n_nodes_ref_all,n_nodes_ref_connected,n_nodes_ref,n_elems_ref,n_nodes_rt_all,n_nodes_rt_connected,n_nodes_rt,n_elems_rt,node_precision,node_recall,node_f1,elem_precision,elem_recall,elem_f1,elem_precision_ordered,elem_recall_ordered,elem_f1_ordered,elem_f1_type_agnostic,bbox_diag_ref,bbox_diag_rt,eps_over_bbox_diag_ref,eps_over_bbox_diag_rt,tet_jacobian_checked_ref,tet_jacobian_neg_ref,tet_jacobian_neg_frac_ref,tet_jacobian_checked_rt,tet_jacobian_neg_rt,tet_jacobian_neg_frac_rt,refpoints_ref_count,refpoints_ref_unique,refpoints_rt_count,refpoints_rt_unique,refpoints_precision,refpoints_recall,refpoints_f1,refpoints_as_nodes_coverage,refpoints_as_nodes_intersection,refpoints_as_nodes_rp_unique,refpoints_as_nodes_nodes_unique,refpoints_as_nodes_present_all,refpoints_as_nodes_precision,refpoints_as_nodes_recall,refpoints_as_nodes_f1,refpoints_as_nodes_jaccard,nodesets_ref,nodesets_rt,nodesets_preserved_exact,nodesets_ref_total,nodesets_mem_precision,nodesets_mem_recall,nodesets_mem_f1,nodesets_invalid_ids_ref,nodesets_invalid_ids_rt,nodesets_union_size_ref,nodesets_union_size_rt,nodesets_union_intersection,nodesets_union_precision,nodesets_union_recall,nodesets_union_f1,nodesets_union_jaccard,nodesets_dedup_removed_ref,nodesets_dedup_removed_rt,elemsets_ref,elemsets_rt,elemsets_preserved_exact,elemsets_ref_total,elemsets_mem_precision,elemsets_mem_recall,elemsets_mem_f1,elemsets_invalid_ids_ref,elemsets_invalid_ids_rt,elemsets_union_size_ref,elemsets_union_size_rt,elemsets_union_intersection,elemsets_union_precision,elemsets_union_recall,elemsets_union_f1,elemsets_union_jaccard,elemsets_dedup_removed_ref,elemsets_dedup_removed_rt,nodesets_name_precision,nodesets_name_recall,nodesets_name_f1,elemsets_name_precision,elemsets_name_recall,elemsets_name_f1,parts_ref,instances_ref,parts_rt,instances_rt,refpoints_ref,refpoints_rt,removed_rp_tokens,coord_token_collisions_ref,coord_token_collisions_rt,refnode_id_collisions_ref,refnode_id_collisions_rt,refnode_collision_ids_ref,refnode_collision_ids_rt,elem_total_node_refs_ref,elem_invalid_node_refs_ref,elem_zero_node_tokens_ref,elem_total_node_refs_rt,elem_invalid_node_refs_rt,elem_zero_node_tokens_rt,ms_node_f1_0p5,ms_elem_f1_0p5,ms_eps_0p5,ms_node_f1_1p0,ms_elem_f1_1p0,ms_eps_1p0,ms_node_f1_2p0,ms_elem_f1_2p0,ms_eps_2p0
#7/e6.inp,#7,abaqus,nastran,ok,,0.005,128,5,1,connected,False,False,collision,3.3628586499835365,2.5965144500078168,5.959373099991353,3.2663156499911565,4.309266700031003,2.5454918000323232,6.854758500063326,16.080447250045836,365318,365318,365318,244124,365318,365318,365318,244124,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9624472498996435,1.9624472498996435,0.002547839184087976,0.002547839184087976,0,0,NaN,0,0,NaN,0,0,0,0,1.0,1.0,1.0,1.0,0,0,353000,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1.0,1.0,1.0,0,0,2994,2994,2994,1.0,1.0,1.0,1.0,0,0,14,14,14,14,1.0,1.0,1.0,0,0,244123,244123,244123,1.0,1.0,1.0,1.0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,14,14,1,1,0,0,0,0,0,0,0,0,0,1952992,0,0,1952992,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
#7/e6.inp,#7,abaqus,z88,ok,,0.005,128,5,1,connected,True,True,collision,3.3628586499835365,2.5965144500078168,5.959373099991353,3.4086927000025753,3.671378499973798,2.5312836499942932,6.202662149968091,15.57072794996202,365318,365318,365318,244124,365318,365318,365318,244124,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.9624472498996435,1.9624472498996435,0.002547839184087976,0.002547839184087976,0,0,NaN,0,0,NaN,0,0,0,0,1.0,1.0,1.0,1.0,0,0,353000,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1.0,1.0,1.0,0,0,2994,2994,2994,1.0,1.0,1.0,1.0,0,0,14,14,14,14,1.0,1.0,1.0,0,0,244123,244123,244123,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,14,14,14,14,0,0,0,0,0,0,0,0,0,1952992,0,0,1952992,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
#8/s2a.inp,#8,abaqus,abaqus,ok,,0.005,128,5,1,connected,True,True,collision,1.890880949998973,1.3209370999829844,3.2118180499819573,1.3980358999979217,2.0056658999819774,1.2643280500196852,3.2699939500016626,7.879847899981542,158248,158248,158248,145480,158248,158248,158248,145480,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,457.93012567421243,457.93012567421243,1.0918696368006972e-05,1.0918696368006972e-05,0,0,NaN,0,0,NaN,0,0,0,0,1.0,1.0,1.0,1.0,0,0,158248,1.0,0.0,1.0,0.0,0.0,3,3,3,3,1.0,1.0,1.0,0,0,7163,7163,7163,1.0,1.0,1.0,1.0,0,0,3,3,3,3,1.0,1.0,1.0,0,0,145480,145480,145480,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1163840,0,0,1163840,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
#8/s2a.inp,#8,abaqus,ansys,ok,,0.005,128,5,1,connected,False,True,collision,1.890880949998973,1.3209370999829844,3.2118180499819573,2.0694968499883544,2.9966459500137717,1.2933251499780454,4.289971099991817,9.571285999962129,158248,158248,158248,145480,158248,158248,158248,145480,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,457.93012567421243,457.93012567421243,1.0918696368006972e-05,1.0918696368006972e-05,0,0,NaN,0,0,NaN,0,0,0,0,1.0,1.0,1.0,1.0,0,0,158248,1.0,0.0,1.0,0.0,0.0,3,3,3,3,1.0,1.0,1.0,0,0,7163,7163,7163,1.0,1.0,1.0,1.0,0,0,3,3,3,3,1.0,1.0,1.0,0,0,145480,145480,145480,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1163840,0,0,1163840,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
#8/s2a.inp,#8,abaqus,nastran,ok,,0.005,128,5,1,connected,False,False,collision,1.890880949998973,1.3209370999829844,3.2118180499819573,1.8047463000111748,2.2930728000064846,1.2773868500080425,3.570459650014527,8.58702400000766,158248,158248,158248,145480,158248,158248,158248,145480,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,457.93012567421243,457.93012567421243,1.0918696368006972e-05,1.0918696368006972e-05,0,0,NaN,0,0,NaN,0,0,0,0,1.0,1.0,1.0,1.0,0,0,158248,1.0,0.0,1.0,0.0,0.0,3,3,3,3,1.0,1.0,1.0,0,0,7163,7163,7163,1.0,1.0,1.0,1.0,0,0,3,3,3,3,1.0,1.0,1.0,0,0,145480,145480,145480,1.0,1.0,1.0,1.0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,0,0,0,0,0,0,0,0,0,1163840,0,0,1163840,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
#8/s2a.inp,#8,abaqus,z88,ok,,0.005,128,5,1,connected,True,True,collision,1.890880949998973,1.3209370999829844,3.2118180499819573,1.8565600999863818,1.9292543500196189,1.2903353000001516,3.2195896500197705,8.28796779998811,158248,158248,158248,145480,158248,158248,158248,145480,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,457.93012567421243,457.93012567421243,1.0918696368006972e-05,1.0918696368006972e-05,0,0,NaN,0,0,NaN,0,0,0,0,1.0,1.0,1.0,1.0,0,0,158248,1.0,0.0,1.0,0.0,0.0,3,3,3,3,1.0,1.0,1.0,0,0,7163,7163,7163,1.0,1.0,1.0,1.0,0,0,3,3,3,3,1.0,1.0,1.0,0,0,145480,145480,145480,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,1163840,0,0,1163840,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
#9/FourBlocks.cdb,#9,ansys,abaqus,ok,,0.005,128,5,1,connected,False,True,collision,0.04190709997783415,0.026084499986609444,0.0679915999644436,0.03921029999037273,0.031814999994821846,0.02604114997666329,0.05785614997148514,0.16505804992630146,2695,2695,2695,1931,2695,2695,2695,1931,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.358898943540674,4.358898943540674,0.0011470786693528088,0.0011470786693528088,1681,0,0.0,1681,0,0.0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,2695,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1.0,1.0,1.0,0,0,12,12,12,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,15216,0,0,15216,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
#9/FourBlocks.cdb,#9,ansys,ansys,ok,,0.005,128,5,1,connected,False,True,collision,0.04190709997783415,0.026084499986609444,0.0679915999644436,0.04566460000933148,0.05240894996677525,0.02607940000598319,0.07848834997275844,0.19214454994653352,2695,2695,2695,1931,2695,2695,2695,1931,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.358898943540674,4.358898943540674,0.0011470786693528088,0.0011470786693528088,1681,0,0.0,1681,0,0.0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,2695,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1.0,1.0,1.0,0,0,12,12,12,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,15216,0,0,15216,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
#9/FourBlocks.cdb,#9,ansys,nastran,ok,,0.005,128,5,1,connected,False,False,collision,0.04190709997783415,0.026084499986609444,0.0679915999644436,0.04112854998675175,0.03644269998767413,0.02567564998753369,0.06211834997520782,0.17123849992640316,2695,2695,2695,1931,2695,2695,2695,1931,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.358898943540674,4.358898943540674,0.0011470786693528088,0.0011470786693528088,1681,0,0.0,1681,0,0.0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,2695,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1.0,1.0,1.0,0,0,12,12,12,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,1,1,1,1,0,0,0,0,0,0,0,0,0,15216,0,0,15216,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
#9/FourBlocks.cdb,#9,ansys,z88,ok,,0.005,128,5,1,connected,False,True,collision,0.04190709997783415,0.026084499986609444,0.0679915999644436,0.04156220000004396,0.03236335000838153,0.02556220002588816,0.05792555003426969,0.16747934999875724,2695,2695,2695,1931,2695,2695,2695,1931,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.358898943540674,4.358898943540674,0.0011470786693528088,0.0011470786693528088,1681,0,0.0,1681,0,0.0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,2695,1.0,0.0,1.0,0.0,0.0,1,1,1,1,1.0,1.0,1.0,0,0,12,12,12,1.0,1.0,1.0,1.0,0,0,0,0,0,0,1.0,1.0,1.0,0,0,0,0,0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,0,0,0,0,0,0,0,0,0,15216,0,0,15216,0,0,1.0,1.0,0.0025,1.0,1.0,0.005,1.0,1.0,0.01
